HID,Area,LC4402_C_TYPACCOM,QS420_CELL,LC4402_C_TENHUK11,LC4408_C_AHTHUK11,CommunalSize,LC4404_C_SIZHUK11,LC4404_C_ROOMS,LC4405EW_C_BEDROOMS,LC4408EW_C_PPBROOMHEW11,LC4402_C_CENHEATHUK11,LC4605_C_NSSEC,LC4202_C_ETHHUK11,LC4202_C_CARSNO
4923,E00166757,5,-2,6,1,-2,1,3,2,-1,2,3,4,1
3950,E00000032,5,-2,5,1,-2,1,1,1,-1,2,2,2,1
3267,E00000027,5,-2,6,2,-2,2,4,2,-1,2,2,6,1
305,E00000005,5,-2,2,2,-2,2,4,2,-1,2,1,2,1
945,E00000014,5,-2,2,3,-2,2,3,1,-1,2,5,3,1
3123,E00000027,5,-2,3,1,-2,1,3,2,-1,2,1,2,1
3750,E00000030,5,-2,3,1,-2,1,5,3,-1,2,5,5,2
1272,E00000017,5,-2,2,2,-2,2,4,2,-1,2,1,4,2
2214,E00000023,5,-2,5,4,-2,3,4,2,-1,2,3,2,1
2652,E00000025,5,-2,6,1,-2,1,4,2,-1,2,1,6,1
1095,E00000016,5,-2,2,3,-2,2,3,1,-1,2,2,2,1
2789,E00000025,-2,-2,-1,-1,-2,0,4,2,-1,1,-1,-1,1
666,E00000012,5,-2,2,1,-2,1,2,1,-1,2,4,2,1
4736,E00166756,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
4322,E00166755,5,-2,2,3,-2,2,1,1,-1,2,2,2,2
4692,E00166756,5,-2,6,5,-2,2,3,2,-1,2,2,7,1
455,E00000005,5,-2,6,3,-2,3,5,3,-1,2,1,2,1
2012,E00000021,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
410,E00000005,5,-2,6,1,-2,1,3,1,-1,2,1,4,1
4514,E00166755,-2,-2,-1,-1,-2,0,6,4,-1,2,-1,-1,1
3871,E00000031,5,-2,2,3,-2,3,3,1,-1,2,5,4,1
3452,E00000028,5,-2,6,3,-2,2,2,1,-1,2,9,4,1
4469,E00166755,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
5281,E00166758,5,-2,5,2,-2,2,6,3,-1,2,1,2,1
3285,E00000027,-2,27,-2,-1,8,-1,-1,-1,-1,2,-1,-1,1
222,E00000003,5,-2,6,5,-2,3,6,4,-1,2,1,2,1
3779,E00000030,5,-2,5,1,-2,1,2,1,-1,2,7,6,2
2674,E00000025,5,-2,6,5,-2,2,4,2,-1,2,1,2,1
4684,E00166756,5,-2,6,1,-2,1,3,2,-1,2,1,5,1
4723,E00166756,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
1934,E00000021,5,-2,5,3,-2,2,3,1,-1,2,3,2,1
5183,E00166758,5,-2,2,2,-2,3,3,2,-1,2,3,4,2
380,E00000005,5,-2,5,1,-2,1,4,1,-1,2,2,2,1
4521,E00166755,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
4541,E00166755,-2,-2,-1,-1,-2,0,3,2,-1,1,-1,-1,1
4471,E00166755,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
228,E00000003,-2,-2,-1,-1,-2,0,4,3,-1,2,-1,-1,1
5007,E00166757,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
4211,E00000035,5,-2,6,1,-2,1,4,2,-1,2,1,7,1
1043,E00000014,5,-2,6,1,-2,1,2,1,-1,2,1,6,1
144,E00000003,5,-2,2,1,-2,1,6,3,-1,2,2,2,2
828,E00000013,5,-2,2,1,-2,1,3,1,-1,2,2,2,1
2752,E00000025,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
2948,E00000026,5,-2,6,3,-2,2,3,1,-1,2,1,4,1
2408,E00000024,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
3088,E00000027,5,-2,2,1,-2,1,6,1,-1,2,1,2,1
928,E00000014,5,-2,2,1,-2,1,1,1,-1,2,2,2,3
1364,E00000017,5,-2,5,1,-2,1,5,3,-1,2,1,4,1
827,E00000013,5,-2,2,2,-2,2,2,1,-1,2,9,6,1
2826,E00000026,5,-2,2,3,-2,2,2,1,-1,1,1,2,1
4443,E00166755,5,-2,6,2,-2,3,4,2,-1,2,1,6,1
2756,E00000025,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
1297,E00000017,5,-2,2,1,-2,1,6,4,-1,2,1,2,1
1383,E00000017,5,-2,6,1,-2,1,3,1,-1,2,2,2,1
1591,E00000019,5,-2,2,1,-2,1,4,1,-1,2,2,2,2
1979,E00000021,5,-2,6,1,-2,1,4,1,-1,1,9,2,1
3503,E00000028,-2,-2,-1,-1,-2,0,3,2,-1,1,-1,-1,1
3020,E00000026,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
3116,E00000027,5,-2,3,2,-2,2,2,1,-1,2,1,2,3
244,E00000005,5,-2,2,1,-2,1,2,1,-1,2,1,2,2
4290,E00000035,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
3720,E00000029,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
4522,E00166755,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
3539,E00000028,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
5155,E00166758,5,-2,2,1,-2,1,3,1,-1,2,4,2,3
5176,E00166758,5,-2,2,2,-2,2,3,2,-1,2,1,2,1
2584,E00000025,5,-2,6,1,-2,1,3,1,-1,2,1,2,1
1874,E00000021,5,-2,2,2,-2,2,4,2,-1,2,3,2,2
2909,E00000026,5,-2,6,1,-2,1,2,1,-1,2,1,4,1
4392,E00166755,5,-2,6,1,-2,1,3,1,-1,2,2,6,1
2353,E00000024,5,-2,6,1,-2,1,4,2,-1,2,1,2,1
2905,E00000026,5,-2,6,1,-2,1,2,1,-1,2,1,4,1
3122,E00000027,5,-2,3,1,-2,1,3,1,-1,2,2,4,1
4270,E00000035,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
3703,E00000029,-2,-2,-1,-1,-2,0,4,2,-1,1,-1,-1,1
4317,E00000035,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
3826,E00000030,5,-2,5,3,-2,3,5,3,-1,2,8,2,1
1427,E00000017,-2,-2,-1,-1,-2,0,6,4,-1,2,-1,-1,1
3289,E00000027,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
450,E00000005,5,-2,6,2,-2,3,4,3,-1,2,5,4,1
3166,E00000027,5,-2,6,1,-2,1,2,1,-1,2,1,2,1
197,E00000003,5,-2,3,2,-2,3,6,3,-1,2,1,2,2
5378,E00166759,5,-2,2,2,-2,2,1,1,-1,2,5,2,1
1851,E00000021,5,-2,2,2,-2,2,3,2,-1,2,1,2,1
5142,E00166758,5,-2,2,1,-2,1,3,1,-1,2,2,2,1
842,E00000013,5,-2,3,1,-2,1,2,1,-1,2,2,2,2
143,E00000003,5,-2,2,1,-2,1,6,3,-1,2,2,2,2
895,E00000013,5,-2,6,3,-2,2,3,2,-1,2,1,3,1
2107,E00000022,5,-2,5,1,-2,1,4,2,-1,2,6,6,1
3567,E00000029,5,-2,3,1,-2,1,3,1,-1,2,4,2,3
4785,E00166757,5,-2,2,1,-2,1,4,2,-1,2,1,6,1
5517,E00166759,5,-2,6,1,-2,1,4,2,-1,2,7,4,1
2492,E00000025,5,-2,2,1,-2,1,1,1,-1,2,4,4,2
2786,E00000025,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
2181,E00000023,5,-2,3,4,-2,4,4,2,-1,2,2,6,2
4266,E00000035,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
1219,E00000016,5,-2,6,3,-2,2,2,1,-1,2,1,2,1
545,E00000007,5,-2,6,1,-2,1,4,1,-1,2,1,6,1
2689,E00000025,5,-2,6,5,-2,2,5,1,-1,2,1,4,1
2615,E00000025,5,-2,6,4,-2,2,3,2,-1,2,4,2,2
731,E00000012,5,-2,5,1,-2,1,3,1,-1,2,6,2,1
4664,E00166756,5,-2,6,1,-2,1,2,1,-1,2,2,2,1
4693,E00166756,5,-2,6,3,-2,3,3,2,-1,2,1,2,1
1578,E00000018,-2,-2,-1,-1,-2,0,6,3,-1,2,-1,-1,1
3782,E00000030,5,-2,5,4,-2,3,2,2,-1,2,2,7,1
691,E00000012,5,-2,3,1,-2,1,3,1,-1,2,1,4,1
85,E00000001,5,-2,6,2,-2,2,3,1,-1,2,4,4,2
2144,E00000022,5,-2,6,5,-2,3,4,3,-1,2,2,4,1
4627,E00166756,5,-2,6,1,-2,1,1,1,-1,2,2,2,1
1439,E00000017,-2,-2,-1,-1,-2,0,6,3,-1,2,-1,-1,1
4907,E00166757,5,-2,6,1,-2,1,3,1,-1,2,9,6,1
4484,E00166755,-2,-2,-1,-1,-2,0,5,2,-1,2,-1,-1,1
4234,E00000035,5,-2,6,5,-2,2,5,2,-1,2,1,4,1
5364,E00166758,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
1541,E00000018,4,-2,6,2,-2,2,3,1,-1,2,2,4,1
2708,E00000025,-2,-2,-1,-1,-2,0,6,4,-1,2,-1,-1,1
2705,E00000025,5,-2,6,5,-2,4,6,4,-1,2,1,5,1
3232,E00000027,5,-2,6,1,-2,1,3,1,-1,2,1,6,1
2582,E00000025,5,-2,6,2,-2,2,2,1,-1,2,2,2,1
2057,E00000022,5,-2,2,2,-2,2,4,2,-1,2,2,2,1
3939,E00000031,5,-2,6,3,-2,2,3,1,-1,2,7,4,1
4184,E00000035,5,-2,6,1,-2,1,3,2,-1,2,5,2,1
603,E00000010,5,-2,3,2,-2,2,4,2,-1,2,2,2,1
2685,E00000025,5,-2,6,1,-2,1,5,2,-1,2,2,2,2
2425,E00000024,-2,-2,-1,-1,-2,0,6,4,-1,2,-1,-1,1
1094,E00000016,5,-2,2,1,-2,1,3,2,-1,2,2,2,2
5223,E00166758,5,-2,2,2,-2,4,5,3,-1,2,1,2,3
3824,E00000030,5,-2,5,2,-2,3,5,3,-1,2,2,7,1
4182,E00000035,5,-2,6,1,-2,1,3,2,-1,2,1,2,1
2127,E00000022,5,-2,5,3,-2,3,4,2,-1,2,8,2,2
1996,E00000021,5,-2,6,2,-2,2,4,2,-1,1,2,5,1
1606,E00000019,5,-2,3,1,-2,1,2,1,-1,2,1,2,1
2837,E00000026,5,-2,2,1,-2,1,4,1,-1,2,2,4,1
3219,E00000027,3,-2,6,5,-2,2,2,1,-1,2,1,4,1
3125,E00000027,5,-2,3,1,-2,1,3,2,-1,2,1,4,1
3636,E00000029,5,-2,6,1,-2,1,2,1,-1,2,3,2,2
4718,E00166756,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
149,E00000003,5,-2,2,1,-2,1,6,4,-1,2,2,2,2
4538,E00166755,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
4132,E00000035,5,-2,3,5,-2,2,4,2,-1,2,2,4,1
296,E00000005,5,-2,2,1,-2,1,4,2,-1,2,2,2,1
4004,E00000032,5,-2,5,4,-2,2,3,2,-1,2,3,2,2
5469,E00166759,5,-2,6,1,-2,1,1,1,-1,2,2,2,1
2475,E00000024,-2,-2,-1,-1,-2,0,6,4,-1,2,-1,-1,1
3333,E00000027,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
1082,E00000016,5,-2,2,1,-2,1,3,1,-1,2,1,2,1
1873,E00000021,5,-2,2,2,-2,2,4,1,-1,2,1,2,1
765,E00000012,5,-2,5,4,-2,3,3,1,-1,2,2,2,2
733,E00000012,5,-2,5,1,-2,1,3,1,-1,2,8,2,1
3894,E00000031,5,-2,5,1,-2,1,3,1,-1,2,9,2,1
1831,E00000021,5,-2,2,1,-2,1,2,1,-1,2,1,2,2
2396,E00000024,-2,34,-2,-1,0,-1,-1,-1,-1,2,-1,-1,1
1284,E00000017,5,-2,2,2,-2,2,5,3,-1,2,1,2,1
2766,E00000025,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
3200,E00000027,5,-2,6,1,-2,1,2,1,-1,2,1,8,1
318,E00000005,5,-2,2,2,-2,2,5,3,-1,2,1,2,3
2830,E00000026,5,-2,2,1,-2,1,3,1,-1,2,9,2,3
1648,E00000019,5,-2,6,1,-2,1,4,2,-1,2,1,6,1
1889,E00000021,5,-2,3,1,-2,1,2,1,-1,2,1,6,1
4319,E00000035,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
4434,E00166755,5,-2,6,3,-2,2,4,2,-1,2,1,2,1
30,E00000001,5,-2,2,2,-2,2,5,3,-1,2,1,2,2
4631,E00166756,5,-2,6,1,-2,1,1,1,-1,2,1,4,1
3863,E00000030,-2,27,-2,-1,0,-1,-1,-1,-1,2,-1,-1,1
4482,E00166755,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
2252,E00000024,5,-2,2,1,-2,1,3,2,-1,2,1,4,1
5559,E00166759,-2,-2,-1,-1,-2,0,4,3,-1,2,-1,-1,1
2255,E00000024,5,-2,2,1,-2,1,4,1,-1,2,2,2,1
2796,E00000025,-2,-2,-1,-1,-2,0,4,1,-1,2,-1,-1,1
2528,E00000025,5,-2,3,1,-2,1,2,1,-1,2,2,4,1
1274,E00000017,5,-2,2,2,-2,2,4,3,-1,2,1,2,3
1261,E00000016,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
1170,E00000016,5,-2,3,3,-2,2,4,1,-1,2,2,2,1
2311,E00000024,5,-2,6,2,-2,2,2,1,-1,2,2,2,1
1431,E00000017,-2,-2,-1,-1,-2,0,6,2,-1,2,-1,-1,1
1396,E00000017,5,-2,6,5,-2,2,6,2,-1,2,1,4,1
4043,E00000032,5,-2,5,2,-2,4,4,3,-1,2,2,6,2
1766,E00000020,5,-2,3,2,-2,4,6,3,-1,2,2,2,2
3629,E00000029,5,-2,6,1,-2,1,2,1,-1,2,1,2,1
101,E00000001,-2,-2,-1,-1,-2,0,6,3,-1,2,-1,-1,1
1843,E00000021,5,-2,2,1,-2,1,3,1,-1,2,4,2,2
3998,E00000032,5,-2,5,2,-2,2,3,1,-1,2,6,7,1
4704,E00166756,5,-2,6,4,-2,2,4,2,-1,2,9,2,2
801,E00000012,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
3737,E00000029,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
2111,E00000022,5,-2,5,2,-2,2,4,2,-1,2,5,2,1
862,E00000013,5,-2,3,2,-2,4,4,2,-1,2,4,7,1
4423,E00166755,5,-2,6,1,-2,1,4,3,-1,2,2,2,2
3765,E00000030,5,-2,5,1,-2,1,2,1,-1,2,3,2,1
4831,E00166757,5,-2,6,3,-2,2,1,1,-1,2,2,4,1
2923,E00000026,5,-2,6,3,-2,2,2,1,-1,2,5,4,1
3087,E00000027,5,-2,2,2,-2,2,5,2,-1,2,1,4,1
998,E00000014,5,-2,5,1,-2,1,2,1,-1,2,8,2,1
3739,E00000030,5,-2,2,4,-2,2,1,1,-1,2,3,2,1
2422,E00000024,-2,-2,-1,-1,-2,0,6,3,-1,2,-1,-1,1
592,E00000010,5,-2,3,1,-2,1,2,1,-1,2,2,4,1
1663,E00000019,5,-2,6,2,-2,4,6,2,-1,2,2,5,1
930,E00000014,5,-2,2,1,-2,1,2,1,-1,2,1,2,1
891,E00000013,5,-2,6,3,-2,2,3,1,-1,2,6,2,1
5476,E00166759,5,-2,6,1,-2,1,1,1,-1,2,1,4,1
4433,E00166755,5,-2,6,2,-2,2,4,2,-1,2,4,6,2
530,E00000007,5,-2,6,1,-2,1,3,1,-1,2,3,6,2
4078,E00000032,5,-2,5,2,-2,4,6,3,-1,2,6,2,1
3851,E00000030,5,-2,6,5,-2,2,4,2,-1,2,2,2,1
4618,E00166756,5,-2,5,3,-2,2,1,1,-1,2,2,8,1
1773,E00000020,5,-2,6,1,-2,1,2,1,-1,2,1,2,1
1059,E00000014,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
2493,E00000025,5,-2,2,2,-2,2,1,1,-1,2,2,2,3
2134,E00000022,5,-2,5,4,-2,3,5,3,-1,2,8,2,2
2792,E00000025,-2,-2,-1,-1,-2,0,4,2,-1,1,-1,-1,1
2213,E00000023,5,-2,5,3,-2,3,4,2,-1,2,6,2,1
590,E00000010,5,-2,3,1,-2,1,1,1,-1,2,2,2,1
4072,E00000032,5,-2,5,3,-2,4,5,3,-1,2,7,7,1
1022,E00000014,5,-2,5,1,-2,1,4,4,-1,2,6,4,1
977,E00000014,5,-2,5,1,-2,1,1,1,-1,2,3,8,1
364,E00000005,5,-2,3,2,-2,4,4,2,-1,2,1,2,1
4959,E00166757,5,-2,6,1,-2,1,4,2,-1,2,1,4,1
4082,E00000032,5,-2,6,1,-2,1,3,1,-1,2,2,6,2
560,E00000007,3,-2,6,3,-2,2,5,2,-1,2,5,4,1
1197,E00000016,5,-2,6,1,-2,1,2,1,-1,2,2,2,1
412,E00000005,5,-2,6,1,-2,1,3,1,-1,2,1,6,1
649,E00000010,5,-2,6,1,-2,1,1,1,-1,2,2,4,1
3919,E00000031,5,-2,5,2,-2,2,4,2,-1,2,4,2,1
5504,E00166759,5,-2,6,1,-2,1,3,2,-1,2,5,4,1
4446,E00166755,5,-2,6,1,-2,1,5,1,-1,1,2,4,2
3953,E00000032,5,-2,5,1,-2,1,1,1,-1,2,8,2,1
2283,E00000024,5,-2,3,4,-2,3,4,2,-1,2,3,2,2
4227,E00000035,5,-2,6,2,-2,3,4,1,-1,2,2,6,1
791,E00000012,5,-2,6,3,-2,2,3,1,-1,2,4,2,2
961,E00000014,5,-2,3,3,-2,2,3,1,-1,2,4,2,2
1283,E00000017,5,-2,2,2,-2,2,5,2,-1,2,1,2,3
4510,E00166755,-2,-2,-1,-1,-2,0,6,2,-1,2,-1,-1,1
2023,E00000021,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
4054,E00000032,5,-2,5,2,-2,3,5,2,-1,2,2,7,1
2070,E00000022,5,-2,3,1,-2,1,4,2,-1,2,2,2,1
4901,E00166757,5,-2,6,1,-2,1,3,1,-1,2,1,6,1
3714,E00000029,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
1101,E00000016,5,-2,2,1,-2,1,4,1,-1,2,1,2,1
1593,E00000019,5,-2,2,1,-2,1,4,2,-1,2,1,2,1
1455,E00000018,5,-2,2,1,-2,1,3,1,-1,2,2,2,2
2052,E00000022,5,-2,2,1,-2,1,4,2,-1,2,5,2,3
1760,E00000020,5,-2,3,4,-2,2,5,1,-1,2,2,2,2
1925,E00000021,5,-2,3,2,-2,4,4,2,-1,2,1,2,2
435,E00000005,5,-2,6,5,-2,3,3,2,-1,2,1,5,1
4922,E00166757,5,-2,6,1,-2,1,3,2,-1,2,2,4,1
1191,E00000016,5,-2,6,1,-2,1,2,1,-1,2,1,2,1
878,E00000013,5,-2,6,1,-2,1,2,1,-1,2,2,2,1
3449,E00000028,5,-2,6,3,-2,2,2,1,-1,1,1,2,1
2285,E00000024,5,-2,3,2,-2,4,5,2,-1,2,4,2,2
837,E00000013,5,-2,2,2,-2,2,4,2,-1,2,1,2,1
5444,E00166759,5,-2,3,4,-2,2,4,2,-1,2,1,2,1
4729,E00166756,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
1906,E00000021,5,-2,3,2,-2,2,3,1,-1,2,8,7,1
4293,E00000035,-2,-2,-1,-1,-2,0,3,3,-1,2,-1,-1,1
4100,E00000035,5,-2,2,1,-2,1,4,1,-1,1,2,2,2
5307,E00166758,5,-2,6,3,-2,2,3,2,-1,2,1,2,1
3583,E00000029,5,-2,5,1,-2,1,2,1,-1,2,6,6,2
632,E00000010,5,-2,5,1,-2,1,3,1,-1,2,5,2,1
3932,E00000031,5,-2,6,1,-2,1,2,1,-1,2,9,8,2
61,E00000001,5,-2,3,2,-2,2,5,3,-1,2,2,8,1
751,E00000012,5,-2,5,2,-2,2,3,1,-1,2,3,7,1
1,E00000001,5,-2,2,1,-2,1,3,2,-1,2,1,2,2
5547,E00166759,-2,-2,-1,-1,-2,0,5,2,-1,2,-1,-1,1
3487,E00000028,2,-2,6,5,-2,3,3,1,-1,2,1,4,1
4880,E00166757,5,-2,6,1,-2,1,3,1,-1,1,2,6,1
4389,E00166755,5,-2,6,1,-2,1,3,1,-1,2,2,4,1
621,E00000010,5,-2,5,1,-2,1,2,1,-1,2,3,5,1
1951,E00000021,5,-2,6,1,-2,1,3,1,-1,2,1,4,1
679,E00000012,5,-2,2,1,-2,1,4,1,-1,2,2,2,1
1534,E00000018,5,-2,6,1,-2,1,2,1,-1,2,4,4,1
5104,E00166757,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
2271,E00000024,5,-2,3,1,-2,1,3,2,-1,2,2,7,2
4526,E00166755,-2,-2,-1,-1,-2,0,6,4,-1,2,-1,-1,1
3551,E00000028,-2,-2,-1,-1,-2,0,2,1,-1,1,-1,-1,1
407,E00000005,5,-2,6,1,-2,1,3,1,-1,2,2,2,2
1257,E00000016,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
5131,E00166758,5,-2,2,1,-2,1,2,1,-1,2,1,2,2
4799,E00166757,5,-2,3,2,-2,2,2,1,-1,2,4,6,1
5030,E00166757,-2,-2,-1,-1,-2,0,2,1,-1,1,-1,-1,1
5071,E00166757,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
1986,E00000021,5,-2,6,1,-2,1,4,2,-1,2,4,4,1
1425,E00000017,-2,-2,-1,-1,-2,0,6,3,-1,2,-1,-1,1
4267,E00000035,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
1995,E00000021,5,-2,6,5,-2,2,4,1,-1,2,2,2,1
462,E00000005,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
3602,E00000029,5,-2,5,1,-2,1,3,1,-1,2,4,4,1
1695,E00000020,5,-2,2,1,-2,1,3,2,-1,2,1,2,1
1847,E00000021,5,-2,2,1,-2,1,3,2,-1,2,2,2,2
3974,E00000032,5,-2,5,1,-2,1,2,1,-1,2,6,7,1
293,E00000005,5,-2,2,1,-2,1,4,1,-1,2,2,2,2
2580,E00000025,5,-2,6,1,-2,1,2,1,-1,2,3,4,1
5561,E00166759,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
383,E00000005,5,-2,5,2,-2,4,6,2,-1,2,3,2,1
5186,E00166758,5,-2,2,1,-2,1,4,1,-1,2,2,2,1
808,E00000013,5,-2,2,1,-2,1,2,1,-1,2,1,2,1
5161,E00166758,5,-2,2,1,-2,1,3,2,-1,2,1,2,1
4990,E00166757,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
3883,E00000031,5,-2,5,2,-2,2,2,1,-1,2,5,5,2
3549,E00000028,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
655,E00000010,5,-2,6,3,-2,2,2,1,-1,2,6,4,2
2903,E00000026,5,-2,6,1,-2,1,2,1,-1,2,9,3,1
2676,E00000025,5,-2,6,5,-2,2,4,2,-1,2,1,8,1
4138,E00000035,5,-2,6,1,-2,1,1,1,-1,2,1,2,1
504,E00000007,5,-2,3,1,-2,1,4,2,-1,2,8,2,1
5012,E00166757,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
2150,E00000023,4,-2,2,2,-2,2,2,1,-1,2,1,2,2
3769,E00000030,5,-2,5,1,-2,1,2,1,-1,2,6,2,1
4358,E00166755,5,-2,6,1,-2,1,2,1,-1,2,1,2,1
4734,E00166756,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
454,E00000005,5,-2,6,5,-2,3,5,1,-1,2,1,2,1
332,E00000005,5,-2,3,1,-2,1,3,1,-1,2,2,2,1
1380,E00000017,5,-2,6,1,-2,1,2,1,-1,2,2,2,1
3809,E00000030,5,-2,5,4,-2,3,4,2,-1,2,3,2,1
2992,E00000026,-2,-2,-1,-1,-2,0,4,2,-1,2,-1,-1,1
2419,E00000024,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
4626,E00166756,5,-2,6,1,-2,1,1,1,-1,2,2,2,1
4844,E00166757,5,-2,6,1,-2,1,2,1,-1,2,2,2,2
899,E00000013,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
4995,E00166757,-2,-2,-1,-1,-2,0,3,2,-1,2,-1,-1,1
1762,E00000020,5,-2,3,1,-2,1,6,1,-1,2,2,2,1
5325,E00166758,5,-2,6,2,-2,2,4,1,-1,2,1,2,3
3653,E00000029,5,-2,6,1,-2,1,3,2,-1,2,8,6,1
1540,E00000018,4,-2,6,1,-2,1,3,2,-1,2,1,6,1
3938,E00000031,5,-2,6,1,-2,1,3,2,-1,2,9,5,1
3238,E00000027,5,-2,6,1,-2,1,3,2,-1,2,3,4,1
2183,E00000023,5,-2,3,2,-2,3,5,3,-1,2,2,2,2
5232,E00166758,5,-2,3,1,-2,1,2,1,-1,2,1,2,2
1035,E00000014,5,-2,6,1,-2,1,2,1,-1,2,2,2,1
3971,E00000032,5,-2,5,1,-2,1,2,1,-1,2,6,6,2
4181,E00000035,5,-2,6,1,-2,1,3,2,-1,1,1,2,2
203,E00000003,5,-2,3,2,-2,4,6,4,-1,2,1,2,2
99,E00000001,-2,-2,-1,-1,-2,0,4,3,-1,2,-1,-1,1
1892,E00000021,4,-2,3,1,-2,1,3,1,-1,2,2,3,1
2210,E00000023,5,-2,5,2,-2,2,4,3,-1,2,6,8,2
1196,E00000016,5,-2,6,1,-2,1,2,1,-1,2,2,2,1
605,E00000010,5,-2,5,1,-2,1,1,1,-1,2,4,2,1
832,E00000013,5,-2,2,5,-2,2,3,2,-1,2,1,2,1
1699,E00000020,5,-2,2,1,-2,1,3,2,-1,2,1,6,1
4353,E00166755,5,-2,6,1,-2,1,1,1,-1,2,1,4,1
5540,E00166759,5,-2,6,5,-2,2,6,2,-1,2,4,5,1
4228,E00000035,5,-2,6,2,-2,3,4,2,-1,2,1,4,1
2849,E00000026,5,-2,2,3,-2,2,6,3,-1,2,1,2,1
1447,E00000018,5,-2,2,1,-2,1,3,1,-1,2,1,2,1
191,E00000003,4,-2,3,2,-2,2,6,3,-1,2,4,2,2
1228,E00000016,5,-2,6,1,-2,1,3,2,-1,2,1,2,1
3715,E00000029,-2,-2,-1,-1,-2,0,3,1,-1,2,-1,-1,1
1005,E00000014,5,-2,5,1,-2,1,2,1,-1,2,5,7,1
2499,E00000025,5,-2,2,1,-2,1,2,1,-1,2,9,3,3
2138,E00000022,5,-2,6,5,-2,2,2,2,-1,2,8,4,1
1415,E00000017,-2,-2,-1,-1,-2,0,6,3,-1,2,-1,-1,1
1861,E00000021,5,-2,2,1,-2,1,4,1,-1,2,2,2,1
2211,E00000023,5,-2,5,4,-2,2,4,3,-1,2,5,2,1
2173,E00000023,5,-2,3,1,-2,1,4,2,-1,1,2,4,1
1581,E00000019,5,-2,2,2,-2,2,2,1,-1,2,3,2,1
45,E00000001,5,-2,2,2,-2,2,6,3,-1,2,1,2,1
3017,E00000026,-2,-2,-1,-1,-2,0,1,1,-1,2,-1,-1,1
5162,E00166758,5,-2,2,1,-2,1,3,2,-1,2,2,2,1
2500,E00000025,5,-2,2,1,-2,1,2,1,-1,2,2,4,2
3187,E00000027,5,-2,6,1,-2,1,2,1,-1,2,2,4,1
2200,E00000023,5,-2,5,1,-2,1,4,2,-1,2,8,2,1
1142,E00000016,5,-2,3,1,-2,1,2,1,-1,2,1,2,2
3358,E00000027,-2,-2,-1,-1,-2,0,2,1,-1,2,-1,-1,1
3934,E00000031,5,-2,6,5,-2,2,2,1,-1,2,3,8,1
340,E00000005,5,-2,3,1,-2,1,3,1,-1,2,4,6,2
